Id_hp,Nama_hp,Brand,Harga,Ram,Memori_internal,Ukuran_layar,Resolusi_kamera,Kapasitas_baterai,Os,Rating_pengguna,Tahun_rilis,Stok_tersedia
917,Vivo Ultra 5,Vivo,24422921,6,64,6.5,64,5000,Android,2.0,2022,False
918,Vivo Ultra 5,Vivo,9927049,6,64,5.5,50,6000,Android,1.4,2023,False
919,Vivo Ultra 7,Vivo,19779688,16,512,6.7,50,4000,Android,2.5,2019,True
920,Vivo Ultra 7,Vivo,15015792,12,256,6.7,108,5000,Android,1.2,2020,False
921,Vivo Ultra 7,Vivo,18009641,6,256,6.1,108,4000,Android,1.7,2023,False
922,Xiaomi Max 10,Xiaomi,17638872,16,128,6.8,48,6000,Android,4.5,2019,True
923,Xiaomi Max 11,Xiaomi,24988565,8,512,6.1,48,5000,Android,1.7,2019,False
924,Xiaomi Max 18,Xiaomi,8048529,4,512,6.4,48,4500,Android,2.7,2020,False
925,Xiaomi Max 18,Xiaomi,12420823,16,128,5.5,108,4500,Android,2.0,2020,True
926,Xiaomi Max 19,Xiaomi,24572446,4,128,6.4,108,5000,Android,3.0,2019,True
927,Xiaomi Max 19,Xiaomi,8635712,16,128,6.1,64,4000,Android,3.3,2021,False
928,Xiaomi Max 20,Xiaomi,8671699,8,512,6.4,108,6000,Android,2.4,2023,False
929,Xiaomi Max 20,Xiaomi,8821294,8,64,6.5,64,4500,Android,2.7,2023,True
930,Xiaomi Max 21,Xiaomi,13963423,4,256,6.8,64,4000,Android,1.5,2023,True
931,Xiaomi Max 21,Xiaomi,7767626,12,512,6.4,108,6000,Android,4.5,2022,True
932,Xiaomi Max 22,Xiaomi,14451135,8,256,6.1,48,4000,Android,3.4,2019,True
933,Xiaomi Max 24,Xiaomi,17203595,16,128,6.4,50,4500,Android,4.3,2019,True
934,Xiaomi Max 24,Xiaomi,22483365,6,64,5.5,12,5000,Android,2.8,2024,False
935,Xiaomi Max 28,Xiaomi,2509727,12,128,6.8,48,6000,Android,3.2,2024,True
936,Xiaomi Max 29,Xiaomi,14095432,8,512,6.1,48,4000,Android,3.8,2023,False
937,Xiaomi Max 9,Xiaomi,12963591,16,512,6.1,108,4500,Android,2.4,2024,True
938,Xiaomi Note 10,Xiaomi,18099719,8,512,6.7,12,4000,Android,1.0,2021,False
939,Xiaomi Note 11,Xiaomi,3400434,12,64,6.7,108,4000,Android,4.0,2020,False
940,Xiaomi Note 13,Xiaomi,11559235,12,512,6.8,12,5000,Android,2.7,2022,True
941,Xiaomi Note 16,Xiaomi,12326361,12,512,6.4,108,5000,Android,3.6,2020,True
942,Xiaomi Note 17,Xiaomi,24092656,4,256,6.7,48,4500,Android,3.8,2022,True
943,Xiaomi Note 17,Xiaomi,12560660,6,512,6.8,48,6000,Android,1.4,2020,True
944,Xiaomi Note 18,Xiaomi,3797812,16,128,6.8,50,6000,Android,3.6,2019,True
945,Xiaomi Note 18,Xiaomi,8785589,4,64,6.1,48,6000,Android,1.0,2024,True
946,Xiaomi Note 18,Xiaomi,16961787,8,512,5.5,48,5000,Android,4.7,2019,True
947,Xiaomi Note 18,Xiaomi,23502316,12,64,5.5,108,5000,Android,3.3,2021,True
948,Xiaomi Note 19,Xiaomi,14507246,12,128,6.8,108,4500,Android,3.7,2021,True
949,Xiaomi Note 21,Xiaomi,1841971,6,64,6.1,12,6000,Android,3.7,2019,True
950,Xiaomi Note 21,Xiaomi,13519693,6,256,6.7,64,6000,Android,2.9,2021,False
951,Xiaomi Note 23,Xiaomi,13305789,4,512,6.4,12,5000,Android,4.0,2023,True
952,Xiaomi Note 26,Xiaomi,10910184,4,64,6.7,50,4500,Android,3.8,2022,True
953,Xiaomi Note 26,Xiaomi,4712132,6,64,6.4,64,4000,Android,2.2,2023,False
954,Xiaomi Note 26,Xiaomi,6603944,6,512,6.7,12,4000,Android,2.2,2022,False
955,Xiaomi Note 26,Xiaomi,22410487,12,512,6.7,48,4500,Android,3.1,2020,False
956,Xiaomi Note 27,Xiaomi,1722987,12,512,6.7,48,4500,Android,3.9,2019,False
957,Xiaomi Note 28,Xiaomi,24039907,6,128,5.5,48,4500,Android,2.9,2022,True
958,Xiaomi Note 28,Xiaomi,19172150,16,256,6.8,48,5000,Android,1.4,2023,False
959,Xiaomi Note 6,Xiaomi,3564421,6,512,6.8,12,4000,Android,2.4,2021,True
960,Xiaomi Note 9,Xiaomi,18215765,12,256,6.4,64,6000,Android,2.1,2024,True
961,Xiaomi Pro 10,Xiaomi,24004211,6,64,6.4,48,6000,Android,2.2,2020,False
962,Xiaomi Pro 10,Xiaomi,15532190,16,128,6.5,48,6000,Android,4.1,2021,False
963,Xiaomi Pro 17,Xiaomi,24709767,8,512,6.4,48,4500,Android,4.5,2021,False
964,Xiaomi Pro 18,Xiaomi,8777003,8,64,5.5,50,4000,Android,1.5,2019,True
965,Xiaomi Pro 19,Xiaomi,14696451,16,512,6.8,64,6000,Android,4.8,2022,True
966,Xiaomi Pro 19,Xiaomi,7233255,6,128,6.7,64,4000,Android,2.2,2023,True
967,Xiaomi Pro 20,Xiaomi,22884761,8,64,6.8,12,6000,Android,3.9,2019,True
968,Xiaomi Pro 21,Xiaomi,16239610,6,128,6.1,108,5000,Android,4.1,2021,False
969,Xiaomi Pro 21,Xiaomi,23834566,12,512,6.1,50,5000,Android,2.3,2022,True
970,Xiaomi Pro 23,Xiaomi,2229648,4,128,5.5,50,4000,Android,3.0,2021,False
971,Xiaomi Pro 24,Xiaomi,1672124,8,512,6.4,108,4000,Android,3.5,2021,False
972,Xiaomi Pro 27,Xiaomi,23735377,8,256,5.5,64,4500,Android,1.2,2022,True
973,Xiaomi Pro 28,Xiaomi,19509456,16,512,6.8,108,5000,Android,2.9,2021,True
974,Xiaomi Pro 29,Xiaomi,17070709,16,256,6.8,50,5000,Android,3.2,2024,True
975,Xiaomi Pro 30,Xiaomi,6801592,12,512,6.8,50,4500,Android,1.1,2019,True
976,Xiaomi Pro 8,Xiaomi,3831230,12,128,6.1,12,5000,Android,4.3,2021,False
977,Xiaomi Ultra 10,Xiaomi,20617618,8,128,6.4,64,5000,Android,1.8,2024,False
978,Xiaomi Ultra 11,Xiaomi,13832487,12,256,6.4,50,5000,Android,4.9,2019,False
979,Xiaomi Ultra 12,Xiaomi,10449575,6,512,6.8,12,4000,Android,1.6,2019,False
980,Xiaomi Ultra 14,Xiaomi,12797728,12,128,5.5,64,4500,Android,3.3,2021,False
981,Xiaomi Ultra 15,Xiaomi,10126023,4,256,5.5,12,6000,Android,1.3,2019,True
982,Xiaomi Ultra 16,Xiaomi,14824399,8,256,6.4,50,6000,Android,3.5,2021,False
983,Xiaomi Ultra 18,Xiaomi,20662668,8,128,6.8,50,4500,Android,4.8,2023,True
984,Xiaomi Ultra 19,Xiaomi,11064818,8,512,6.1,64,4000,Android,4.2,2019,True
985,Xiaomi Ultra 19,Xiaomi,13360094,12,64,6.5,108,5000,Android,4.5,2023,True
986,Xiaomi Ultra 19,Xiaomi,16720118,6,256,5.5,12,4500,Android,2.6,2022,True
987,Xiaomi Ultra 20,Xiaomi,6867923,8,64,6.8,64,4000,Android,4.4,2023,True
988,Xiaomi Ultra 21,Xiaomi,1681883,6,256,5.5,108,6000,Android,1.8,2021,True
989,Xiaomi Ultra 21,Xiaomi,16823532,16,512,6.5,50,6000,Android,4.4,2022,False
990,Xiaomi Ultra 24,Xiaomi,14489528,6,128,6.7,48,5000,Android,3.8,2019,True
991,Xiaomi Ultra 24,Xiaomi,21791061,8,256,6.8,12,4000,Android,1.1,2019,False
992,Xiaomi Ultra 25,Xiaomi,24946717,6,64,6.1,50,4000,Android,3.5,2021,True
993,Xiaomi Ultra 26,Xiaomi,21276331,12,128,6.8,12,4000,Android,3.6,2022,True
994,Xiaomi Ultra 27,Xiaomi,10816378,4,64,5.5,50,5000,Android,1.1,2023,True
995,Xiaomi Ultra 28,Xiaomi,21661360,4,512,6.4,12,4500,Android,3.8,2024,False
996,Xiaomi Ultra 29,Xiaomi,5711486,6,512,6.1,64,6000,Android,2.2,2019,False
997,Xiaomi Ultra 5,Xiaomi,8209176,4,512,6.8,64,4500,Android,3.4,2024,True
998,Xiaomi Ultra 6,Xiaomi,22461611,6,512,6.4,12,4500,Android,3.7,2021,True
999,Xiaomi Ultra 7,Xiaomi,9979176,6,64,6.7,48,4500,Android,2.0,2024,False
1000,Xiaomi Ultra 9,Xiaomi,22493489,4,128,6.1,64,4000,Android,4.9,2019,True
